normalized_page_path,impact_score,effort_score,quick_win_score,reason_code,gsc_impressions,gsc_position,ga4_sessions,ga4_conversions,recommended_action,recommended_action_text
/blog/celebrity-housewife,666.9852244660758,4.0,166.74630611651895,high_impressions_low_ctr,1788.0,7.699105145413871,1.0,0.0,rewrite,Rewrite title and meta description to improve CTR.
/cost-of-surrogacy-in-ukraine,636.8147942485198,4.0,159.20369856212994,high_impressions_low_ctr,1874.0,14.510672358591249,17.0,0.0,rewrite,Rewrite title and meta description to improve CTR.
/blog/ryan-murphy-become-a-father,158.5267973856209,1.0,158.5267973856209,no_data,23.0,6.6521739130434785,3.0,0.0,no_action,No action until more reliable data is available.
/blog/ellen-kathleen-pompeo,474.62899514190747,3.0,158.20966504730248,high_impressions_low_ctr,1100.0,7.110909090909091,10.0,0.0,rewrite,Rewrite title and meta description to improve CTR.
/blog/most-popular-baby-names-of-2023,466.62758340113913,3.0,155.5425278003797,no_data,419.0,2.9331742243436754,0.0,0.0,no_action,No action until more reliable data is available.
/blog/why-are-women-so-mean-to-infertile-women,155.22148579752366,1.0,155.22148579752366,no_data,149.0,9.21476510067114,4.0,0.0,no_action,No action until more reliable data is available.
/blog/cheapest-surrogacy-in-usa,462.1167277167277,3.0,154.03890923890924,high_impressions_low_ctr,1273.0,12.867242733699921,5.0,0.0,rewrite,Rewrite title and meta description to improve CTR.
/blog/dna-test-to-show-the-child,601.2000000000002,4.0,150.30000000000004,no_data,3.0,1.6666666666666665,1.0,0.0,no_action,No action until more reliable data is available.
/blog/cristiano-ronaldo-296,448.3426470588235,3.0,149.44754901960783,no_data,801.0,6.7915106117353305,202.0,1.0,no_action,No action until more reliable data is available.
/blog/pronuclear-transfer,149.27821229050278,1.0,149.27821229050278,no_data,48.0,7.458333333333333,2.0,0.0,no_action,No action until more reliable data is available.
/blog/single-father-surrogacy-ghana,431.4436748712078,3.0,143.8145582904026,no_data,876.0,5.982876712328767,5.0,0.0,no_action,No action until more reliable data is available.
/blog/cristiano-ronaldo-296,428.44013787820757,3.0,142.81337929273585,no_data,748.0,6.981283422459893,202.0,1.0,no_action,No action until more reliable data is available.
/blog/karyotype-test,420.3935060675631,3.0,140.13116868918772,high_impressions_low_ctr,1100.0,11.087272727272728,0.0,0.0,rewrite,Rewrite title and meta description to improve CTR.
/blog/how-much-are-egg-donors-paid-in-california,826.9100805802253,6.0,137.8183467633709,high_impressions_low_ctr,2701.0,62.072935949648276,1.0,0.0,rewrite,Rewrite title and meta description to improve CTR.
/blog/sperm-microchipping,133.37012987012986,1.0,133.37012987012986,no_data,10.0,7.7,1.0,0.0,no_action,No action until more reliable data is available.
/blog/babies-of-ukraine-s-once-booming,132.7,1.0,132.7,no_data,24.0,8.0,1.0,0.0,no_action,No action until more reliable data is available.
/blog/priyanka-chopra-chooses-surrogacy,396.0734286418536,3.0,132.0244762139512,traffic_without_conversions,855.0,9.490058479532165,114.0,0.0,rewrite,Rewrite the page to align traffic intent with conversion goals.
/blog/amy-smart-carter-oosterhouse,395.87082675092154,3.0,131.95694225030718,no_data,701.0,5.417974322396576,2.0,0.0,no_action,No action until more reliable data is available.
/blog/fertility-for-dummies,129.88412698412696,1.0,129.88412698412696,no_data,8.0,7.875,1.0,0.0,no_action,No action until more reliable data is available.
/blog/priyanka-chopra-chooses-surrogacy,389.50396975425326,3.0,129.8346565847511,traffic_without_conversions,834.0,9.514388489208633,114.0,0.0,rewrite,Rewrite the page to align traffic intent with conversion goals.
/blog/infertility-after-abortion,388.28139729632727,3.0,129.4271324321091,high_impressions_low_ctr,1078.0,15.50834879406308,0.0,0.0,rewrite,Rewrite title and meta description to improve CTR.
/blog/the-medical-process-explained,386.1153846153846,3.0,128.7051282051282,no_data,5.0,2.6,0.0,0.0,no_action,No action until more reliable data is available.
/blog/surrogacy-agency-risks-lessons,371.94756554307116,3.0,123.98252184769039,no_data,814.0,8.2002457002457,18.0,2.0,no_action,No action until more reliable data is available.
/blog/boosting-fertility-the-power-of-coq10-magnesium-oxide-maca-root-and-ashwagandha,354.4881640887693,3.0,118.1627213629231,no_data,364.0,4.085164835164836,1.0,0.0,no_action,No action until more reliable data is available.
/blog/can-blood-type-affect-your-surrogacy-journey-what-you-need-to-know,344.87421834956433,3.0,114.95807278318811,no_data,420.0,4.645238095238096,12.0,0.0,no_action,No action until more reliable data is available.
/blog/priyanka-chopra-chooses-surrogacy,343.45347609711956,3.0,114.48449203237318,traffic_without_conversions,686.0,9.666180758017493,114.0,0.0,rewrite,Rewrite the page to align traffic intent with conversion goals.
/blog/can-blood-type-affect-your-surrogacy-journey-what-you-need-to-know,342.54615384615386,3.0,114.18205128205129,no_data,417.0,4.676258992805755,12.0,0.0,no_action,No action until more reliable data is available.
/blog/priyanka-chopra-chooses-surrogacy,341.9011539629517,3.0,113.9670513209839,traffic_without_conversions,681.0,9.671071953010278,114.0,0.0,rewrite,Rewrite the page to align traffic intent with conversion goals.
/blog/can-blood-type-affect-your-surrogacy-journey-what-you-need-to-know,341.0740489838458,3.0,113.69134966128193,no_data,411.0,4.669099756690997,12.0,0.0,no_action,No action until more reliable data is available.
/blog/a-story-of-love-and-family,339.68829891838743,3.0,113.2294329727958,no_data,613.0,6.636215334420881,17.0,0.0,no_action,No action until more reliable data is available.
/blog/priyanka-chopra-chooses-surrogacy,339.3366927442859,3.0,113.11223091476198,traffic_without_conversions,673.0,9.686478454680534,114.0,0.0,rewrite,Rewrite the page to align traffic intent with conversion goals.
/blog/the-growing-popularity-of-surrogacy,112.68255033557047,1.0,112.68255033557047,no_data,16.0,9.3125,1.0,0.0,no_action,No action until more reliable data is available.
/blog/a-story-of-love-and-family,337.70830647160926,3.0,112.56943549053642,no_data,607.0,6.644151565074135,17.0,0.0,no_action,No action until more reliable data is available.
/book-your-surrogacy-call,335.1333333333333,3.0,111.71111111111111,no_data,1.0,3.0,3.0,3.0,no_action,No action until more reliable data is available.
/blog/treating-male-infertility,333.93333333333334,3.0,111.31111111111112,no_data,2.0,3.0,0.0,0.0,no_action,No action until more reliable data is available.
/blog/ukraine-is-great,333.6333333333333,3.0,111.21111111111111,no_data,1.0,3.0,0.0,0.0,no_action,No action until more reliable data is available.
/frozen-embryo-transfer-fet,331.33061224489796,3.0,110.44353741496599,no_data,16.0,3.0625,0.0,0.0,no_action,No action until more reliable data is available.
/blog/screening-technology,322.4,3.0,107.46666666666665,no_data,8.0,3.125,0.0,0.0,no_action,No action until more reliable data is available.
/blog/top-5-tv-shows-exploring-surrogacy,311.57386541471044,3.0,103.85795513823682,no_data,448.0,5.705357142857143,5.0,0.0,no_action,No action until more reliable data is available.
/blog/single-can-you-do-ivf,103.70689655172414,1.0,103.70689655172414,no_data,55.0,11.6,2.0,0.0,no_action,No action until more reliable data is available.
/why-choose-delivering-dreams-classic-2,308.8923076923077,3.0,102.96410256410257,no_data,4.0,3.25,0.0,0.0,no_action,No action until more reliable data is available.
/blog/surrogacy-fraud-in-kenya,203.88181818181818,2.0,101.94090909090909,no_data,34.0,5.176470588235294,1.0,0.0,no_action,No action until more reliable data is available.
/blog/michelle-buteau-encouraged-surrogacy,387.23262999246424,4.0,96.80815749811606,no_data,563.0,4.714031971580817,14.0,0.0,no_action,No action until more reliable data is available.
/blog/pgd-vs-ngs-the-importance-and-superiority-of-next-generation-sequencing-in-ivf,96.70395256916997,1.0,96.70395256916997,no_data,42.0,12.047619047619047,3.0,0.0,no_action,No action until more reliable data is available.
/surrogacy-single-men,278.3236925322306,3.0,92.7745641774102,no_data,630.0,13.05079365079365,35.0,7.0,no_action,No action until more reliable data is available.
/blog/lucy-liu-opens-up-about-her-journey-to-motherhood-via-a-surrogate,275.8723522853958,3.0,91.9574507617986,no_data,320.0,5.60625,3.0,0.0,no_action,No action until more reliable data is available.
/blog/after-35-years,183.8181818181818,2.0,91.9090909090909,no_data,4.0,5.5,2.0,0.0,no_action,No action until more reliable data is available.
/blog/michelle-obama-s-ivf-story,274.3643242078034,3.0,91.45477473593446,no_data,531.0,8.736346516007533,2.0,0.0,no_action,No action until more reliable data is available.
/blog/what-will-my-surrogacy-cost,273.6272727272727,3.0,91.2090909090909,no_data,3.0,3.6666666666666665,0.0,0.0,no_action,No action until more reliable data is available.
/blog/surrogate-carries-quadruplets,91.10254777070062,1.0,91.10254777070062,no_data,26.0,12.076923076923077,1.0,0.0,no_action,No action until more reliable data is available.
/blog/can-blood-type-affect-your-surrogacy-journey-what-you-need-to-know,272.1469824789098,3.0,90.71566082630328,no_data,283.0,5.445229681978798,12.0,0.0,no_action,No action until more reliable data is available.
/blog/breastfeeding-and-surrogacy,358.9760226557583,4.0,89.74400566393957,no_data,781.0,8.138284250960307,4.0,0.0,no_action,No action until more reliable data is available.
/blog/pros-and-cons-of-donating-eggs,268.7522266596338,3.0,89.58407555321126,deep_serp_opportunity,716.0,18.53491620111732,0.0,0.0,expand,Expand the page and strengthen internal links for ranking gains.
/surrogacy-in-lviv,267.03795620437955,3.0,89.01265206812651,no_data,151.0,4.5364238410596025,3.0,1.0,no_action,No action until more reliable data is available.
/blog/can-blood-type-affect-your-surrogacy-journey-what-you-need-to-know,266.71014014839244,3.0,88.90338004946415,no_data,234.0,5.183760683760684,12.0,0.0,no_action,No action until more reliable data is available.
